ID	Epoch Day	Weekday	Date	When	Event	Tag
id=illuminati-1786	14611	Mon 1 January 1940	01/01/1940	1940 AD.	Nazis allegedly begin building Hitler's secret hideout in Antarctica.	#illuminati
id=illuminati-1789	14611	Mon 1 January 1940	01/01/1940	1940 AD.	Roosevelt sends Gen. 'Wild Bill' Donovan on info-gathering mission to Europe; Donovan recommends a central intelligence organization.	#illuminati
id=illuminati-1792	14611	Mon 1 January 1940	01/01/1940	1940 AD.	U.S. State Dept. creates 'Division of Special Research' headed by CFR member Pasbolsky.	#illuminati
id=illuminati-1795	14977	Wed 1 January 1941	01/01/1941	1941 AD.	Donovan made head of new Office of Coordinator of Information.	#illuminati
id=illuminati-1798	14977	Wed 1 January 1941	01/01/1941	1941 AD.	Japan attacks U.S. Fleet at Pearl Harbor, allegedly through the manoeuvring of Roosevelt and his advisors to provide an excuse to enter the war.	#illuminati
id=illuminati-1801	14977	Wed 1 January 1941	01/01/1941	1941 AD.	The Books of Charles Fort published.	#illuminati
id=illuminati-1804	15342	Thu 1 January 1942	01/01/1942	1942 AD.	Assassination of Interpol chief Heydrich in Czechoslovakia.	#illuminati
id=illuminati-1807	15342	Thu 1 January 1942	01/01/1942	1942 AD.	Donovan's OCI evolves into the Office of Strategic Services (OSS).	#illuminati
id=illuminati-1810	15707	Fri 1 January 1943	01/01/1943	1943 AD.	Juan Peron and other pro-Nazi leaders take power in Argentina.	#illuminati
id=illuminati-1813	15707	Fri 1 January 1943	01/01/1943	1943 AD.	LSD-25 discovered by Swiss chemist Albert Hofmann.	#illuminati
id=illuminati-1816	15707	Fri 1 January 1943	01/01/1943	1943 AD.	Nazi Admiral Doenitz boasts the German submarine fleet has built 'in another part of the world a Shangri-La on land, an impregnable fortress.'	#illuminati
id=illuminati-1819	15707	Fri 1 January 1943	01/01/1943	1943 AD.	Pilots on both sides of the war report seeing 'foo-fighters,' unexplained flying objects, while flying war missions.	#illuminati
id=illuminati-1822	16072	Sat 1 January 1944	01/01/1944	1944 AD.	American band leader Glenn Miller disappears on unarmed flight over the English Channel.	#illuminati
id=illuminati-1825	16072	Sat 1 January 1944	01/01/1944	1944 AD.	Attempted assassination of Hitler.	#illuminati
id=illuminati-1828	16072	Sat 1 January 1944	01/01/1944	1944 AD.	Donovan prepares plan for Roosevelt to establish a central intelligence agency which is pigeon-holed, later reconsidered by Truman.	#illuminati
id=illuminati-1831	16072	Sat 1 January 1944	01/01/1944	1944 AD.	Nazis begin sending millions of dollars worth of jewels, paintings and cash to Argentina for safe keeping.	#illuminati
id=illuminati-1834	16072	Sat 1 January 1944	01/01/1944	1944 AD.	Russian NKVD reorganized as MGB.	#illuminati
id=illuminati-1837	16438	Mon 1 January 1945	01/01/1945	1945 AD.	'Official beginning of Bermuda Triangle mystery,' when Flight 19, made up of five naval bombers, disappears off the coast of Florida; another plane sent to investigate also disappears - 6 planes and 27 men vanished.	#illuminati
id=illuminati-1840	16438	Mon 1 January 1945	01/01/1945	1945 AD.	Alleged assassination (suicide) of James Forrestal at Bethesda Hospital Neurological Ward, after his attempt to warn Roosevelt of Illuminati plot.	#illuminati
id=illuminati-1843	16438	Mon 1 January 1945	01/01/1945	1945 AD.	An Air Force plane's engines fail over Iwo Jima as foo-fighters maneuver around it.	#illuminati
id=illuminati-1846	16438	Mon 1 January 1945	01/01/1945	1945 AD.	CFR allegedly takes over State Dept.	#illuminati
id=illuminati-1849	16438	Mon 1 January 1945	01/01/1945	1945 AD.	First atomic bombs dropped.	#illuminati
id=illuminati-1852	16438	Mon 1 January 1945	01/01/1945	1945 AD.	General Gehlen, Head of Nazi Intelligence, captured by U.S. Army and flown to Washington; other Nazi and British agents imported to U.S., along with Werner Von Braun and other developers of the V-2 rockets.	#illuminati
id=illuminati-1855	16438	Mon 1 January 1945	01/01/1945	1945 AD.	Hitler allegedly escapes from Berlin after arranging for a fake suicide cover story; Hitler's death announced, Admiral Doenitz takes command; submarines U-530, U-977 and others begin secret journey from Norway soon after Quisling allegedly refused Hitler's offer to take him 'aboard a submarine to a safe refuge'; two months after Germany surrenders submarines U-530 and U-977 give themselves up in Mar del Plata, Argentina, after allegedly being lost from the submarine convoy taking Hitler and others to their hideout in Antarctica; Nazi leader Martin Bormann escapes without a trace from Berlin after supervising Hitler's 'suicide.'	#illuminati
id=illuminati-1858	16438	Mon 1 January 1945	01/01/1945	1945 AD.	Interpol dissolved - or reorganized with headquarters in Paris, the story varies.	#illuminati
id=illuminati-1861	16438	Mon 1 January 1945	01/01/1945	1945 AD.	Mussolini killed.	#illuminati
id=illuminati-1864	16438	Mon 1 January 1945	01/01/1945	1945 AD.	OSS disbanded, its agents moving to military intelligence agencies and the State Dept.	#illuminati
id=illuminati-1867	16438	Mon 1 January 1945	01/01/1945	1945 AD.	Roosevelt dies, Truman becomes president.	#illuminati
id=illuminati-1870	16438	Mon 1 January 1945	01/01/1945	1945 AD.	United Nations founded.	#illuminati
id=illuminati-1873	16438	Mon 1 January 1945	01/01/1945	1945 AD.	World War II ends.	#illuminati
id=illuminati-1876	16803	Tue 1 January 1946	01/01/1946	1946 AD.	Admiral Byrd allegedly leads Naval 'research' expedition to Antarctica to attack Hitler's secret hideout; attempt allegedly fails and Hitler and his 'UFO scientists' continue their activities.	#illuminati
id=illuminati-1879	16803	Tue 1 January 1946	01/01/1946	1946 AD.	Gehlen returns to Germany to continue intelligence work for U.S. Army.	#illuminati
id=illuminati-1882	16803	Tue 1 January 1946	01/01/1946	1946 AD.	Interpol reorganization meeting held in Brussels.	#illuminati
id=illuminati-1885	16803	Tue 1 January 1946	01/01/1946	1946 AD.	John Kennedy and Richard Nixon elected to House of Representatives.	#illuminati
id=illuminati-1888	16803	Tue 1 January 1946	01/01/1946	1946 AD.	Murder of wire service king James Ragen by Syndicate friends of Jack Ruby; indictment dropped following additional murders.	#illuminati
id=illuminati-1891	16803	Tue 1 January 1946	01/01/1946	1946 AD.	Truman's executive order sets up the National Intelligence Authority and Central Intelligence Group.	#illuminati
id=illuminati-1894	16803	Tue 1 January 1946	01/01/1946	1946 AD.	Waves of unexplained 'ghost rockets' seen in Europe, especially Scandinavia.	#illuminati
id=illuminati-1897	17168	Wed 1 January 1947	01/01/1947	1947 AD.	Attempted assassination of Minneapolis Mayor Hubert Humphrey.	#illuminati
id=illuminati-1900	16382	Mon 6 November 1944	06/11/1944	6 November 1944 AD.	France creates the Service de Documentation Extérieure et de Contre-Espionnage (External Documentation and Counter-Espionage Service), abbreviated SDECE (French: [zdɛk]), was France's external intelligence agency from 6 November 1944 to 2 April 1982, similar to CIA.	#illuminati
id=illuminati-1903	17168	Wed 1 January 1947	01/01/1947	1947 AD.	Maury Island 'hoax': an early Men-In-Black incident three days before the Arnold sighting, in which a 'donut-shaped object' dropped slag on a boat near Tacoma, Washington; the next day an MIB visited Harold Dahl, who was piloting the boat, and warned him not to discuss the sighting; the boat's owner, Fred Crisman, was suspected of being a CIA employee and was later called to give secret testimony at the trial of Clay Shaw in New Orleans; pilot Dahl disappeared and UFOlogist Arnold, who investigated the case, reported unexplained failure of his own plane's engine soon after two Air Force investigators were killed taking off from Tacoma's airport.	#illuminati
id=illuminati-1906	17168	Wed 1 January 1947	01/01/1947	1947 AD.	National Security Act establishes Dept. of Defence, National Security Council and Central Intelligence Agency.	#illuminati
id=illuminati-1909	17168	Wed 1 January 1947	01/01/1947	1947 AD.	Partition of India receives 'strong impetus from the Round Table Group.'	#illuminati
id=illuminati-1912	17168	Wed 1 January 1947	01/01/1947	1947 AD.	Second UFO flap year; Kenneth Arnold reports flying saucers near Yakima, Washington, and other reports soon follow.	#illuminati
id=illuminati-1915	17533	Thu 1 January 1948	01/01/1948	1948 AD.	Assassination of Mahatma Gandhi.	#illuminati
id=illuminati-1918	17533	Thu 1 January 1948	01/01/1948	1948 AD.	Attempted assassination of labour leader Walter Reuther.	#illuminati
id=illuminati-1921	17533	Thu 1 January 1948	01/01/1948	1948 AD.	Beginning of CIA interest in UFOs as a 'security' problem.	#illuminati
id=illuminati-1924	17533	Thu 1 January 1948	01/01/1948	1948 AD.	Beginning of Operation Ohio, a CIA program responsible for one hundred European assassinations during the next ten years.	#illuminati
id=illuminati-1927	17533	Thu 1 January 1948	01/01/1948	1948 AD.	Martin Bormann reported living in Argentina.	#illuminati
id=illuminati-1930	17533	Thu 1 January 1948	01/01/1948	1948 AD.	McCord employed by the FBI.	#illuminati
id=illuminati-1933	17533	Thu 1 January 1948	01/01/1948	1948 AD.	New nation of Israel creates Central Institute for Intelligence and Security.	#illuminati
id=illuminati-1936	17533	Thu 1 January 1948	01/01/1948	1948 AD.	Nixon gains prominence in the Alger Hiss case as member of the House Un-American Activities Committee; goes to Miami where he meets Bebe Rebozo and goes yachting with other underworld-connected figures.	#illuminati
id=illuminati-1939	17533	Thu 1 January 1948	01/01/1948	1948 AD.	World Council of Churches founded in Amsterdam.	#illuminati
id=illuminati-1942	17899	Sat 1 January 1949	01/01/1949	1949 AD.	Chaing Kai-shek flees to Formosa; mainland China taken by communist leaders; Social Affairs Dept. and other Chinese secret police created.	#illuminati
id=illuminati-1945	17899	Sat 1 January 1949	01/01/1949	1949 AD.	E. Howard Hunt becomes CIA agent; Clay Shaw becomes agent for CIA's Domestic Contact Service.	#illuminati
id=illuminati-1948	17899	Sat 1 January 1949	01/01/1949	1949 AD.	Interpol granted consultive status by UN.	#illuminati
id=illuminati-1951	17899	Sat 1 January 1949	01/01/1949	1949 AD.	Report critical of CIA filed and forgotten, unread by Truman; Central Intelligence Act exempts CIA from disclosure laws.	#illuminati
id=illuminati-1954	17899	Sat 1 January 1949	01/01/1949	1949 AD.	The Gehlen Organization transferred to CIA control.	#illuminati
id=illuminati-1957	17899	Sat 1 January 1949	01/01/1949	1949 AD.	Trial of Cardinal Mindszenty in Hungary following his brainwashing and confession of conspiracy.	#illuminati
id=illuminati-1960	17899	Sat 1 January 1949	01/01/1949	1949 AD.	U.S. Army begins 20 years of simulated germ warfare attacks against American cities, conducting at least 239 open air tests.	#illuminati
id=illuminati-1963	18264	Sun 1 January 1950	01/01/1950	1950 AD.	Alleged CIA plot to introduce UFO contact ideas with 'Little Green Men' stories and radio contact 'from space.'	#illuminati
id=illuminati-1966	18264	Sun 1 January 1950	01/01/1950	1950 AD.	Approximate starting date of building of Mount Weather, secret American government fortress.	#illuminati
id=illuminati-1969	18264	Sun 1 January 1950	01/01/1950	1950 AD.	Attempted assassination of Truman by Puerto Rican nationalists.	#illuminati
id=illuminati-1972	18264	Sun 1 January 1950	01/01/1950	1950 AD.	CIA organizes the Pacific Corporation, a large holding company which was the first of many CIA 'private' enterprises.	#illuminati
id=illuminati-1975	18264	Sun 1 January 1950	01/01/1950	1950 AD.	Congress passes McCarran's Internal Security Act setting up program for detention of subversives.	#illuminati
id=illuminati-1978	18264	Sun 1 January 1950	01/01/1950	1950 AD.	Hiss convicted of perjury; Nixon elected to Senate after smear campaign against California opponent.	#illuminati
id=illuminati-1981	18264	Sun 1 January 1950	01/01/1950	1950 AD.	Korean War begins.	#illuminati
id=illuminati-1984	18264	Sun 1 January 1950	01/01/1950	1950 AD.	Malcolm X receives visit from an MIB while in prison.	#illuminati
id=illuminati-1987	18264	Sun 1 January 1950	01/01/1950	1950 AD.	National Council of Churches founded in U.S.	#illuminati
id=illuminati-1990	18264	Sun 1 January 1950	01/01/1950	1950 AD.	U.S. Army engages in 'simulated' germ warfare in San Francisco and the Pentagon.	#illuminati
id=illuminati-1993	18264	Sun 1 January 1950	01/01/1950	1950 AD.	Worlds in Collision by Immanuel Velikovsky proposes a catastrophic theory of ancient history, in which a huge 'comet' of matter is ripped out of Jupiter, approaches Earth close enough to cause universal fire/flood legends in primitive folklore and then settles into orbit as a new planet, Venus; Velikovsky receives ridicule and contempt from his fellow scientists, thought 20 years later Jupiter is generally considered a 'cold star' rather than a planet and Velikovsky's prediction of a hot climate on Venus is confirmed.	#illuminati
id=illuminati-1996	18629	Mon 1 January 1951	01/01/1951	1951 AD.	Approximate date CBS begins active cooperation with CIA.	#illuminati
id=illuminati-1999	18629	Mon 1 January 1951	01/01/1951	1951 AD.	Army simulated germ warfare project in Mechanicsburg, Pennsylvania.	#illuminati
id=illuminati-2002	18629	Mon 1 January 1951	01/01/1951	1951 AD.	Assassination of Ali Razmara of Iran, Riad Al-Sulh and Abdullah of Jordan and Ali Knah Liaquat of Pakistan.	#illuminati
id=illuminati-2005	18629	Mon 1 January 1951	01/01/1951	1951 AD.	McCord moves from FBI to CIA.	#illuminati
id=illuminati-2008	18629	Mon 1 January 1951	01/01/1951	1951 AD.	North Korean brainwashing of American prisoners begins.	#illuminati
id=illuminati-2011	18629	Mon 1 January 1951	01/01/1951	1951 AD.	Time magazine popularizes the term brainwashing.	#illuminati
id=illuminati-2014	18994	Tue 1 January 1952	01/01/1952	1952 AD.	Army germ warfare project in Key West, Florida, and Ft. McCellan, Alabama.	#illuminati
id=illuminati-2017	18994	Tue 1 January 1952	01/01/1952	1952 AD.	CIA agent Downey and Fecteau captured while on spy mission in China.	#illuminati
id=illuminati-2020	18994	Tue 1 January 1952	01/01/1952	1952 AD.	Eisenhower elected president, Nixon vice-president; Kennedy elected to Senate.	#illuminati
id=illuminati-2023	18994	Tue 1 January 1952	01/01/1952	1952 AD.	First UFO 'contact' case: George Adamski meets Venusians in California desert; alleged CIA plot to start UFO scare.	#illuminati
id=illuminati-2026	18994	Tue 1 January 1952	01/01/1952	1952 AD.	Third UFO flap year.	#illuminati
id=illuminati-2029	18994	Tue 1 January 1952	01/01/1952	1952 AD.	UFOlogist George Williamson, one of Adamski's witnesses, claims he also witnessed ham radio operator establish contact with another world.	#illuminati
id=illuminati-2032	19360	Thu 1 January 1953	01/01/1953	1953 AD.	21 POWs defect.	#illuminati
id=illuminati-2035	19360	Thu 1 January 1953	01/01/1953	1953 AD.	Army germ warfare project in Panama City, Florida.	#illuminati
id=illuminati-2038	19360	Thu 1 January 1953	01/01/1953	1953 AD.	CIA contemplates developing drugs to cause amnesia in retired agents.	#illuminati
id=illuminati-2041	19360	Thu 1 January 1953	01/01/1953	1953 AD.	CIA's Robertson Panel views UFO reports as national security threat.	#illuminati
id=illuminati-2044	19360	Thu 1 January 1953	01/01/1953	1953 AD.	Dr. Frank Olsen commits suicide after having been given a secret dose of LSD by the CIA, under the direction of the mysterious Dr. Sidney Gottlieb.	#illuminati
id=illuminati-2047	19360	Thu 1 January 1953	01/01/1953	1953 AD.	Mau Mau (Hidden Ones) formed in Kenya to overthrow white rule.	#illuminati
id=illuminati-2050	19360	Thu 1 January 1953	01/01/1953	1953 AD.	Return of Korean War prisoners, including some who underwent brainwashing.	#illuminati
id=illuminati-2053	19360	Thu 1 January 1953	01/01/1953	1953 AD.	UFOlogist Albert Bender closes down his International Flying Saucer Bureau after being visited by three MIB.	#illuminati
id=illuminati-2056	19725	Fri 1 January 1954	01/01/1954	1954 AD.	Army germ warfare project in Point Mugu and Fort Hueneme, California.	#illuminati
id=illuminati-2059	19725	Fri 1 January 1954	01/01/1954	1954 AD.	Attempted assassinations of several U.S. Congressmen by Puerto Rican nationalists.	#illuminati
id=illuminati-2062	19725	Fri 1 January 1954	01/01/1954	1954 AD.	Broadcaster Frank Edwards fired for discussing UFOs on the air.	#illuminati
id=illuminati-2065	19725	Fri 1 January 1954	01/01/1954	1954 AD.	Condemnation by the U.S. Senate of Joseph McCarthy following his charges of subversion in high places.	#illuminati
id=illuminati-2068	19725	Fri 1 January 1954	01/01/1954	1954 AD.	First Bilderberger meeting takes place at the Bilderberg Hotel, Oosterbeek, Holland.	#illuminati
id=illuminati-2071	19725	Fri 1 January 1954	01/01/1954	1954 AD.	Hunt involved in CIA overthrow of communist regime in Guatemala, Carlos Castillo-Armas becomes president.	#illuminati
id=illuminati-2074	19725	Fri 1 January 1954	01/01/1954	1954 AD.	Richard Bissell joins the CIA.	#illuminati
id=illuminati-2077	19725	Fri 1 January 1954	01/01/1954	1954 AD.	Russian KGB created to replace earlier secret police.	#illuminati
id=illuminati-2080	19725	Fri 1 January 1954	01/01/1954	1954 AD.	Strange voice 'from space' speaks from turned-off radios in mid-west U.S. and London, warns against preparations for war.	#illuminati
id=illuminati-2083	20090	Sat 1 January 1955	01/01/1955	1955 AD.	Assassination of Jose Antonio Remon of Panama and Adnan Al-Malki of Syria.	#illuminati
id=illuminati-2086	20090	Sat 1 January 1955	01/01/1955	1955 AD.	Bilderberger meeting in Barbizon, France.	#illuminati
id=illuminati-2089	20090	Sat 1 January 1955	01/01/1955	1955 AD.	Doug Durham joins the Marines.	#illuminati
id=illuminati-2092	20090	Sat 1 January 1955	01/01/1955	1955 AD.	Lee Harvey Oswald meets David Ferrie of the New Orleans Civil Air Patrol.	#illuminati
id=illuminati-2095	20090	Sat 1 January 1955	01/01/1955	1955 AD.	The Office of Naval Research allegedly receives a copy of Morris Jessup's The Case for the UFOs with marginal notes in three different hands, supposedly by 'Gypsies' knowledgeable in UFOlogy; ONR reprints several hundred copies for internal use; an MIB called 'Carlos Allende' is implicated in the affair.	#illuminati
id=illuminati-2098	20455	Sun 1 January 1956	01/01/1956	1956 AD.	Assassination of Anastasio Somoza of Nicaragua.	#illuminati
id=illuminati-2101	20455	Sun 1 January 1956	01/01/1956	1956 AD.	Bilderberger meeting in Frednsborg, Denmark.	#illuminati
id=illuminati-2104	20455	Sun 1 January 1956	01/01/1956	1956 AD.	Clay Shaw's CIA contact allegedly stopped.	#illuminati
id=illuminati-2107	20455	Sun 1 January 1956	01/01/1956	1956 AD.	Durham receives special CIA training.	#illuminati
id=illuminati-2110	20455	Sun 1 January 1956	01/01/1956	1956 AD.	Oswald joins Marines.	#illuminati
id=illuminati-2113	20455	Sun 1 January 1956	01/01/1956	1956 AD.	UFOlogist Gray Barker publishes 'They Knew Too Much About Flying Saucers' which reported numerous MIB incidents.	#illuminati
id=illuminati-2116	20821	Tue 1 January 1957	01/01/1957	1957 AD.	Alleged assassination of Joseph McCarthy at Bethesda Hospital Neurological Ward, after warning of Illuminati plot.	#illuminati
id=illuminati-2119	20821	Tue 1 January 1957	01/01/1957	1957 AD.	Anti-atomic bomb propaganda disseminated by saucer clubs - another CIA plot?	#illuminati
id=illuminati-2122	20821	Tue 1 January 1957	01/01/1957	1957 AD.	Assassination of Carlos Castillo-Armas of Guatemala.	#illuminati
id=illuminati-2125	20821	Tue 1 January 1957	01/01/1957	1957 AD.	Bilderberger meetings in St. Simon Island, Georgia, and Fiuggui, Italy.	#illuminati
id=illuminati-2128	20821	Tue 1 January 1957	01/01/1957	1957 AD.	CIA helps Iran form SAVAK, secret police later accused of assassination Iranian dissidents.	#illuminati
id=illuminati-2131	20821	Tue 1 January 1957	01/01/1957	1957 AD.	Exiled Ukrainian politician Lev Rebet assassinated by KGB agent in Munich.	#illuminati
id=illuminati-2134	20821	Tue 1 January 1957	01/01/1957	1957 AD.	Experiments in behaviour modification sleep-teaching take place at California penal institution Woodland Road Camp.	#illuminati
id=illuminati-2137	20821	Tue 1 January 1957	01/01/1957	1957 AD.	Fourth UFO flap year.	#illuminati
id=illuminati-2140	20821	Tue 1 January 1957	01/01/1957	1957 AD.	General Edwin Walker commands federal troops sent to enforce racial integration at Little Rock, Arkansas.	#illuminati
id=illuminati-2143	20821	Tue 1 January 1957	01/01/1957	1957 AD.	Oswald assigned to base at Atsugi, Japan, where CIA U-2 planes were launched; shoots self in elbow.	#illuminati
id=illuminati-2146	20821	Tue 1 January 1957	01/01/1957	1957 AD.	Unexplained short wave radio signals received worldwide.	#illuminati
id=illuminati-2149	21186	Wed 1 January 1958	01/01/1958	1958 AD.	Assassination of Abdul Llah, Faisal II and Nuri Al-Said of Iraq.	#illuminati
id=illuminati-2152	21186	Wed 1 January 1958	01/01/1958	1958 AD.	Bilderberger meeting in Buxton, England.	#illuminati
id=illuminati-2155	21186	Wed 1 January 1958	01/01/1958	1958 AD.	Francis Gary Powers released from Air Force and assigned to covert CIA spying.	#illuminati
id=illuminati-2158	21186	Wed 1 January 1958	01/01/1958	1958 AD.	Ham radio operators pick up a male voice claiming to be Nacoma of Jupiter and warning of atomic bomb disaster in English, German, Norwegian and his own unknown language.	#illuminati
id=illuminati-2161	21186	Wed 1 January 1958	01/01/1958	1958 AD.	John Birch Society organized by Robert Welch.	#illuminati
id=illuminati-2164	21186	Wed 1 January 1958	01/01/1958	1958 AD.	Kerry Thornley and Gregory Hill found Discordianism and publish Principia Discordia, or How I Found Goddess and What I Did To Her When I Found Her; Thornley joins Marine Corps.	#illuminati
id=illuminati-2167	21186	Wed 1 January 1958	01/01/1958	1958 AD.	Nelson Rockefeller elected governor of New York.	#illuminati
id=illuminati-2170	21186	Wed 1 January 1958	01/01/1958	1958 AD.	Oswald on manoeuvres  in the Philippines involving U-2 flights.	#illuminati
id=illuminati-2173	21186	Wed 1 January 1958	01/01/1958	1958 AD.	Russia launches first space satellites.	#illuminati
id=illuminati-2176	21186	Wed 1 January 1958	01/01/1958	1958 AD.	Unidentified ex-Marine lives in Minsk, USSR, apparently gathering information for the CIA.	#illuminati
id=illuminati-2179	21551	Thu 1 January 1959	01/01/1959	1959 AD.	Apparent suicide of UFO researcher Morris Jessup who had received communications from 'Carlos Allende,' one of the MIB and whose book was mysteriously annotated by UFOlogical Gypsies.	#illuminati
id=illuminati-2182	21551	Thu 1 January 1959	01/01/1959	1959 AD.	Assassination of Solomon W.R. Bandaranaike of Ceylon.	#illuminati
id=illuminati-2185	21551	Thu 1 January 1959	01/01/1959	1959 AD.	Attempted assassination of Senator Bircher of Ohio and Governor Almond of Virginia.	#illuminati
id=illuminati-2188	21551	Thu 1 January 1959	01/01/1959	1959 AD.	Bilderberger meeting in Yesilkov, Turkey.	#illuminati
id=illuminati-2191	21551	Thu 1 January 1959	01/01/1959	1959 AD.	Condon's The Manchurian Candidate published.	#illuminati
id=illuminati-2194	21551	Thu 1 January 1959	01/01/1959	1959 AD.	Durham discharged from Marines, stationed at CIA base in Guatemala.	#illuminati
id=illuminati-2197	21551	Thu 1 January 1959	01/01/1959	1959 AD.	Exiled Ukrainian politician Stephan Bandera assassinated by KGB agent in Munich.	#illuminati
id=illuminati-2200	21551	Thu 1 January 1959	01/01/1959	1959 AD.	Fidel Castro assumes power in Cuba; Cuban Intelligence (DGI) begun.	#illuminati
id=illuminati-2203	21551	Thu 1 January 1959	01/01/1959	1959 AD.	Kerry Thornley first meets fellow Marine Oswald in California; Oswald released from Marines, defects to Russia.	#illuminati
id=illuminati-2206	21551	Thu 1 January 1959	01/01/1959	1959 AD.	Ruby visits casino owner in Havana.	#illuminati
id=illuminati-2209	21551	Thu 1 January 1959	01/01/1959	1959 AD.	Thornley assigned to U-2 base in Atsugi, Japan.	#illuminati
id=illuminati-2212	21551	Thu 1 January 1959	01/01/1959	1959 AD.	UFO sighting at CIA headquarters after Naval officer contacts 'space people' while in CIA-observed trance.	#illuminati
id=illuminati-2215	21916	Fri 1 January 1960	01/01/1960	1960 AD.	Assassination of Hazza Majali of Jordan.	#illuminati
id=illuminati-2218	21916	Fri 1 January 1960	01/01/1960	1960 AD.	Bernard Baker serves as conduit for Bay of Pigs funding.	#illuminati
id=illuminati-2221	21916	Fri 1 January 1960	01/01/1960	1960 AD.	Bilderberger meeting in Burgenstock, Switzerland.	#illuminati
id=illuminati-2224	21916	Fri 1 January 1960	01/01/1960	1960 AD.	CIA buys Southern Air Transport; contemplates development of 'recruitment pills' and other drugs; studies mysterious amnesia of Korean war prisoners moved through Manchuria; contemplates giving truth serum to brainwashed American POWs.	#illuminati
id=illuminati-2227	21916	Fri 1 January 1960	01/01/1960	1960 AD.	CIA spy Powers shot down in U-2 over Russia; summit conference cancelled.	#illuminati
id=illuminati-2230	21916	Fri 1 January 1960	01/01/1960	1960 AD.	Eisenhower authorizes training and arming Cuban exiles, allegedly issues orders for the assassination of Congolese leader Patrice Lumumba.	#illuminati
id=illuminati-2233	21916	Fri 1 January 1960	01/01/1960	1960 AD.	Kennedy-Nixon debates; Kennedy elected president.	#illuminati
id=illuminati-2236	21916	Fri 1 January 1960	01/01/1960	1960 AD.	Nixon, CIA agent Bissell and others plan Bay of Pigs invasion, obtain permission to use Guatemala as launching point.	#illuminati
id=illuminati-2239	21916	Fri 1 January 1960	01/01/1960	1960 AD.	Oswald assigned job in Belarusian Radio Factory in Minsk, USSR.	#illuminati
id=illuminati-2242	21916	Fri 1 January 1960	01/01/1960	1960 AD.	Project Ozma, searching for intelligent signals from another part of the universe, receives unexplained signals from space.	#illuminati
id=illuminati-2245	21916	Fri 1 January 1960	01/01/1960	1960 AD.	Thornley discharged from Marines.	#illuminati
id=illuminati-2248	22282	Sun 1 January 1961	01/01/1961	1961 AD.	Assassination of Lumumba of the Congo, Rafael Trujillo Molina of the Dominican Republic and Louis Rivagasore of Nurundi.	#illuminati
id=illuminati-2251	22282	Sun 1 January 1961	01/01/1961	1961 AD.	Attempted assassination of Castro by Hans Tanner.	#illuminati
id=illuminati-2254	22282	Sun 1 January 1961	01/01/1961	1961 AD.	Bilderberger meeting in Quebec, Canada.	#illuminati
id=illuminati-2257	22282	Sun 1 January 1961	01/01/1961	1961 AD.	Brooks introduces Thornley to his 'brother-in-law,' Gary Kirstein, allegedly an undercover E. Howard Hunt; Thornley and 'Kirstein' begin nearly three-year relationship of discussing Nazis, mind-control, the status of philosopher-kings, and plans to assassinate Kennedy.	#illuminati
id=illuminati-2260	22282	Sun 1 January 1961	01/01/1961	1961 AD.	Ferrie, Gordon Novel and two others arrested in burglary of Louisiana arms bunker.	#illuminati
id=illuminati-2263	22282	Sun 1 January 1961	01/01/1961	1961 AD.	General Walker resigns after criticism of his anti-communist indoctrination of troops.	#illuminati
id=illuminati-2266	22282	Sun 1 January 1961	01/01/1961	1961 AD.	George De Mohrenschildt on hiking trip through Guatemala.	#illuminati
id=illuminati-2269	22282	Sun 1 January 1961	01/01/1961	1961 AD.	Kennedy develops extracurricular relationship with Judith Campbell, Sam Giancana's girlfriend; Giancana and John Roselli enlisted by CIA to attempt Castro assassination.	#illuminati
id=illuminati-2272	22282	Sun 1 January 1961	01/01/1961	1961 AD.	Michael Rockefeller disappears in New Guinea.	#illuminati
id=illuminati-2275	22282	Sun 1 January 1961	01/01/1961	1961 AD.	Milgram's Yale experiments demonstrating dangers of obedience to authority.	#illuminati
id=illuminati-2278	22282	Sun 1 January 1961	01/01/1961	1961 AD.	Robert Morrow, working with Ruby, Shaw and Ferrie, allegedly smuggle weapons from Greece to Central America for the CIA; also picks up information for CIA from 'Harvey' in the Soviet Union.	#illuminati
id=illuminati-2281	22282	Sun 1 January 1961	01/01/1961	1961 AD.	Thornley arrives to New Orleans; Slim Brooks gives Thornley 'the haircut' on his 23rd birthday; the same day, the CIA invasion of Cuba at the Bay of Pigs, launched from Guatemala, fails due to poor planning and cancellation of support by Kennedy; the CIA, the Mob, Cuban-exiles, right-wingers and Nixonites supposedly vow revenge against Kennedy.	#illuminati
id=illuminati-2284	22282	Sun 1 January 1961	01/01/1961	1961 AD.	U.S. Military Advisor Group begins defoliation project (agent-Orange) in Vietnam which eventually covers over 12% of land area.	#illuminati
id=illuminati-2287	22282	Sun 1 January 1961	01/01/1961	1961 AD.	Unexplained transmissions from space monitored by ham radio operators worldwide; Bob Renaud, ham operator, allegedly makes contact with aliens.	#illuminati
id=illuminati-2290	22282	Sun 1 January 1961	01/01/1961	1961 AD.	Unidentified Marine from Minsk divulges information to CIA agent in Copenhagen.	#illuminati
id=illuminati-2293	22647	Mon 1 January 1962	01/01/1962	1962 AD.	Bilderberger meeting in Saltsjobaden, Sweden.	#illuminati
